,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
882,Drinking a Tovarish (2017) by @BeachwoodBBQ_LB @ Trumer Pils Brauerei — https://t.co/l6Z0VfIsIG,,-122.303,37.8769,Drinking a Tovarish 2017 by at BeachwoodBBQLB at  Trumer Pils Brauerei ,[],[Trumer Pils Brauerei],[],[]
883,I'm an ear piercer and my ear loves are legit so infected -____-,7d62cffe6f98f349,-121.93484299999999,37.250032,Im an ear piercer and my ear loves are legit so infected --,[],[],[],[]
884,When your son can't keep up with the errands around town.   Sleeping in the forward position.… https://t.co/ajZAPRH7CK,"San Francisco, CA",-122.42933000000001,37.73048,When your son cant keep up with the errands around town.   Sleeping in the forward position.,[],[],[],[]
885,@coreyromero_ @warmbagel ugh,ab2f2fac83aa388d,-122.24622600000001,37.813846999999996,at coreyromero at warmbagel ugh,[],[],[],[]
886, Very excited to have @benandjerrys and @headcountorg joining us at #SOCAP16 @ Fort Mason Center… https://t.co/B9CxZBvCPl, San Francisco; CA,-122.4310081,37.80715337, Very excited to have at benandjerrys and at headcountorg joining us at SOCAP16 at  Fort Mason Center,[],"[SOCAP16, Fort Mason Center]",[],[]
887,how to speak without sounding http://t.co/DcsivocuV3,e872bcd2497287a7,-121.6472,37.120464,how to speak without sounding,[],[],[],[]
888,On that hoop grind http://t.co/zOuSgq3JPY,ee2cfc9feb061a08,-120.889407,37.532272,On that hoop grind,[],[],[],[]
889," Art 🐝 #work #photography #contemporary #concept @ San Francisco, California https://t.co/tBkwMxKwUF", San Francisco; CA,-122.41799999999999,37.775," Art  work photography contemporary concept at  San Francisco, California","[San Francisco, California]",[],[],[]
890, @backtofutura I hate it so much., San Francisco; CA,-122.43493590000001,37.77457153, at backtofutura I hate it so much.,[],[],[],[]
891,"Im at United International Check In in San Francisco, CA https://t.co/cImd4bxKGL",,-122.3900581,37.61596616,"Im at United International Check In in San Francisco, CA","[San Francisco, CA]",[],[United International Check In],[]
893,#SFBeerWeek2018 Opening Galla!  #sfbeerweek @ Pier 35 https://t.co/ukrrCeP2oh,,-122.406249,37.807313,SFBeerWeek2018 Opening Galla!  sfbeerweek at  Pier 35,[],[Pier 35],[],[]
894,“@YAHOMIEMOSQUITO: TAG SOMEONE THAT USE TO BULLY YOU IN SCHOOL” @kaitlynhaze always stole my lunch money,04016a4890553832,-122.347726,37.981858,at YAHOMIEMOSQUITO: TAG SOMEONE THAT USE TO BULLY YOU IN SCHOOL at kaitlynhaze always stole my lunch money,[],[],[],[]
895,When your favorite celebs tweet you back or Instagram you 😍😍😍😍 #oncloudnine,5ef5b7f391e30aff,-122.26757099999999,37.872652,When your favorite celebs tweet you back or Instagram you  oncloudnine,[],[],[],[]
896,"HELLO, SAN FRANCISCO! Head on down to @omnivorebooks to meet the authors @PeaceLoveLoCarb and… https://t.co/20s233ezhq",,-122.42668,37.7476,"HELLO, SAN FRANCISCO! Head on down to at omnivorebooks to meet the authors at PeaceLoveLoCarb and",[SAN FRANCISCO],[],[],[]
897,Fremont @ Stazione BART di Fremont https://t.co/5dhYcQYdmY,,-121.97662,37.557489000000004,Fremont at  Stazione BART di Fremont,[Fremont],[],[],[]
898,💀🌪🌒🔥Disturbed #imagination #sunsets #california #sky #clouds #sunsetlovers #fitness #happy #art… https://t.co/ZQIneQOJIY,,-121.883,37.6725,Disturbed imagination sunsets california sky clouds sunsetlovers fitness happy art,[california],[],[],[]
899,Don't say the Holmes name too loud 'round these parts....,4bbbc7799291b1cd,-121.876485,36.952604,Dont say the Holmes name too loud round these parts....,[],[],[],[]
901, https://t.co/dp38LBAgs6, San Francisco; CA,-122.41269399999999,37.771007,,[],[],[],[]
902,"Dude I think I'm going to ""sleep early "" tonight",ee2cfc9feb061a08,-120.866996,37.516034999999995,Dude I think Im going to sleep early  tonight,[],[],[],[]
903,"@LostBoyDanny Yeah over here it does, it starts August 12 v.v",b1b6fc646de75904,-120.814132,37.060057,"at LostBoyDanny Yeah over here it does, it starts August 12 v.v",[],[],[],[]
904,Bruh my dad's brother needs to gtfo and go find somewhere to live he finishes all the snacks like tf and my fucking kik blames it on me,ab2f2fac83aa388d,-122.221399,37.786408,Bruh my dads brother needs to gtfo and go find somewhere to live he finishes all the snacks like tf and my fucking kik blames it on me,[],[],[],[]
906,@ElCocho_Dionne @ThaKiddIvan tomorrow?,277b4360183b5d75,-121.83340700000001,37.375019,at ElCochoDionne at ThaKiddIvan tomorrow?,[],[],[],[]
907," I'm at Peet's Coffee &amp; Tea in San Francisco, CA https://t.co/mfZLVVmCJd", San Francisco; CA,-122.42101909999998,37.7815558," Im at Peets Coffee amp; Tea in San Francisco, CA","[San Francisco, CA]",[],[],[]
908, Most discussed topic in San Jose right now: Greenwood https://t.co/1R7iJ5wnv7, San Jose; CA,-121.89176640000001,37.3324843, Most discussed topic in San Jose right now: Greenwood,"[San Jose, Greenwood]",[],[],[]
909,That song is my fav song from them,7d62cffe6f98f349,-121.887216,37.360599,That song is my fav song from them,[],[],[],[]
910,I am so hyped ! I actually one a contest at kgtuesday and landed some super sick swag as a prize… https://t.co/RPxF0TtIjc,,-122.4298,37.7851,I am so hyped ! I actually one a contest at kgtuesday and landed some super sick swag as a prize,[],[],[],[]
911,"""@initiaI: I wonder what I look like in your eyes.""",ab2f2fac83aa388d,-122.226633,37.782655,at initiaI: I wonder what I look like in your eyes.,[],[],[],[]
912, temperature down 67°F -&gt; 58°F humidity down 88% -&gt; 87% wind 6mph -&gt; 10mph, San Francisco; CA,-122.42,37.77, temperature down 67F -gt; 58F humidity down 88 -gt; 87 wind 6mph -gt; 10mph,[],[],[],[]
913,"Have you voted for us yet?! If not, VOTE NOW!
.
.
.
https://t.co/6zCqQ6jBNG… https://t.co/TPU2ftJlZc",,-122.0013,37.24074,"Have you voted for us yet?! If not, VOTE NOW!...https:t.co6zCqQ6jBNG",[],[],[],[]
914,I’m getting pretty good at this dog matching thing. A really nice family stopped by and I gave… https://t.co/tqxyfR86kl,,-122.41197,37.76582,Im getting pretty good at this dog matching thing. A really nice family stopped by and I gave,[],[],[],[]
915,Hell yeah! I got double the hook up on Giants gear now at the end of the season!,fbd6d2f5a4e4a15e,-122.21920700000001,38.133753000000006,Hell yeah! I got double the hook up on Giants gear now at the end of the season!,[],[],[Giants],[]
916,Insurance dude playing. Its been like 3 fuckin weeks since I heard from dude.,7b5667de9caf1b92,-122.211216,38.107093,Insurance dude playing. Its been like 3 fuckin weeks since I heard from dude.,[],[],[],[]
917,AHAHAHA KARMA'S A BITCH,8af346f16e955392,-122.072847,37.591994,AHAHAHA KARMAS A BITCH,[],[],[],[]
918,"current weather in Merced: clear sky, 72°F
47% humidity, wind 9mph, pressure 1008mb","Merced, CA",-120.49,37.3,"current weather in Merced: clear sky, 72F47 humidity, wind 9mph, pressure 1008mb",[Merced],[],[],[]
919,NIGIRIS @lamarsf #pobre #crocantes #chifita #nikkeicuisine #gracias @mitsuharu_maido… https://t.co/xNDrLl5M0U,,-122.39534640000001,37.79718758,NIGIRIS at lamarsf pobre crocantes chifita nikkeicuisine gracias at mitsuharumaido,[],[],[],[]
920,Nigga jessica boutta swoop👌💯,8004d2bebcc13e8c,-122.036226,37.952675,Nigga jessica boutta swoop,[],[],[],[]
921,Just posted a video @ TIPS Roadside & The Tri Tip Trolley https://t.co/ROjeLkCraS,"Kenwood, CA",-122.5559348,38.42425543,Just posted a video at  TIPS Roadside  The Tri Tip Trolley,[],[TIPS Roadside],[],[]
922,HAHAHAHA I'm not even gonna let that get to me.,ab2f2fac83aa388d,-122.19496399999998,37.771482,HAHAHAHA Im not even gonna let that get to me.,[],[],[],[]
923, morning geometry @ SFMOMA San Francisco Museum of Modern Art https://t.co/MeJJWDxOnr, San Francisco; CA,-122.40073999999998,37.785920000000004, morning geometry at  SFMOMA San Francisco Museum of Modern Art,[],[],[],[]
924,“@rickbrownell: How to be a visual storyteller on YouTube http://t.co/dH8dLOUMDf @atyreefinch @MattGentile #prnews” #icsf,5a110d312052166f,-122.41023700000001,37.785434,at rickbrownell: How to be a visual storyteller on YouTube at atyreefinch at MattGentile prnews icsf,[],[],[],[]
925,Who am I to change others' views..,8004d2bebcc13e8c,-121.93928899999999,37.963789,Who am I to change others views..,[],[],[],[]
926," I'm at Bridgewater Emeryville in Emeryville, CA https://t.co/cEiPvdYnon", Emeryville; CA,-122.2953514,37.84506059," Im at Bridgewater Emeryville in Emeryville, CA","[Emeryville, CA]",[],[Bridgewater Emeryville],[]
927,"""Feces all over the sidewalk"" (Inner Sunset, D5) https://t.co/V2jpk22Fqf https://t.co/lreQhmW2L5","Inner Sunset, San Francisco",-122.46597609999999,37.7623399,"Feces all over the sidewalk Inner Sunset, D5",[],[],[],[Inner Sunset]
928,team USA’s net-front defense was positively blackhawksian on that game-winner.,"California, USA",-122.38216059999999,37.61747627,team USAs net-front defense was positively blackhawksian on that game-winner.,[],[],[USAs],[]
929,"Im at SF MUNI - L Taraval - @sfmta_muni in San Francisco, CA https://t.co/ahjDKJqdbR",,-122.48748959999999,37.74253402,"Im at SF MUNI - L Taraval - at sfmtamuni in San Francisco, CA","[San Francisco, CA]",[],[SF MUNI -],[]
930, 🔮💜☔️☯️ #cannabiscommunity #weedstagram @ SPARC https://t.co/84hSvdkxVw, San Francisco; CA,-122.41422,37.776959999999995,  cannabiscommunity weedstagram at  SPARC,[],[],[SPARC],[]
931,#Rolex looks AMAZING! #blinddogsrock #MuttvilleSF #adoptvintagelove #freeadoptionsweekend @… https://t.co/NVZLVQGFGI,,-122.41197,37.76582,Rolex looks AMAZING! blinddogsrock MuttvilleSF adoptvintagelove freeadoptionsweekend at ,[],[],[],[]
932,"UNAPOLOGETICALLY BLACK 👸🏽🖤| #blackhistorymonth ✊🏽✨ @ Emeryville, California https://t.co/2xP2o0lgn8",,-122.28527779999999,37.83138889,"UNAPOLOGETICALLY BLACK  blackhistorymonth  at  Emeryville, California","[Emeryville, California]",[],[],[]
933,“@XxDarkCiedxX: @iAmLenaRo Look at yoooooou!!!!  congrads!!!  :)” awwhhh thank youuuuuu :):),029dd1f28dbd3d26,-122.336578,37.982356,at XxDarkCiedxX: at iAmLenaRo Look at yoooooou!!!!  congrads!!!  : awwhhh thank youuuuuu ::,[],[],[],[]
934,this stomach flu is getting old,ccb1d10a24cf562a,-122.160119,38.083405,this stomach flu is getting old,[],[],[],[]
935,♬ DEATH GUILD at DNA Lounge starting now! https://t.co/ojwgMCKVVH https://t.co/zJrchmEfcK,,-122.41269399999999,37.771007, DEATH GUILD at DNA Lounge starting now!,[],[],[DNA Lounge],[]
936,"Thank you @nicpelegri for the card. I will respond soon in kind. My handwriting, though, will be… https://t.co/AvBzSuT2Ke",,-121.696,38.1639,"Thank you at nicpelegri for the card. I will respond soon in kind. My handwriting, though, will be",[],[],[],[]
937,I need sleep,5ef5b7f391e30aff,-122.27173300000001,37.864563000000004,I need sleep,[],[],[],[]
938,@denis_madruga bye.,fbd6d2f5a4e4a15e,-120.876869,37.433819,at denismadruga bye.,[],[],[],[]
939,you down to cuddle rn?,e41805d7248dbf1e,-120.96238100000001,37.690647999999996,you down to cuddle rn?,[],[],[],[]
940,Thursday afternoon... #silhouettelandscape #landscape #landscapephotography #skyscape… https://t.co/aSK2eHhvjY,"Corte Madera, CA",-122.5275,37.92555556,Thursday afternoon... silhouettelandscape landscape landscapephotography skyscape,[],[],[],[]
941,Its Rewarding when my clients leave feeling Great & looking good ♥️ @ Platinum Beauty Bar https://t.co/cy4b7BtsHH,,-122.0456321,38.2496184,Its Rewarding when my clients leave feeling Great  looking good  at  Platinum Beauty Bar,[],[],[Platinum Beauty Bar],[]
942," The secret of change is to focus all of your energy, not on fighting the old, but on building… https://t.co/7h7ur4OvsV", Berkeley; CA,-122.29875179999999,37.8748093," The secret of change is to focus all of your energy, not on fighting the old, but on building",[],[],[],[]
943," Loma Fire: 1 House, 6 Buildings Destroyed, Another Home Damaged [LATEST] https://t.co/ipSREr62ii", Campbell; CA,-121.9545,37.2806," Loma Fire: 1 House, 6 Buildings Destroyed, Another Home Damaged LATEST",[Loma],[],[],[]
944,Special Exhibition: Suzanne Moreno Berke   https://t.co/C09nn8EcSU,,-122.41058819999999,37.7815002,Special Exhibition: Suzanne Moreno Berke  ,[],[],[],[]
945,"Im at Suisun City, CA in CA https://t.co/VQoVXrTaNz",,-122.0388794,38.23831495,"Im at Suisun City, CA in CA","[Suisun City, CA, CA]",[],[],[]
946,I could go for some pasta,50df1c2f85d2654d,-121.97213500000001,38.394134,I could go for some pasta,[],[],[],[]
947,Time for some good old nostalgia. @ San Francisco County https://t.co/tvCv3FJkjE,"San Francisco, CA",-122.41666670000001,37.78333333,Time for some good old nostalgia. at  San Francisco County,[San Francisco County],[],[],[]
948,"Im at Fillmore Social Club in San Francisco, CA w/ @calvin_wchang https://t.co/SBVOorFB4w",,-122.43257,37.781299,"Im at Fillmore Social Club in San Francisco, CA w at calvinwchang","[San Francisco, CA]",[],"[Fillmore Social Club, calvinwchang]",[]
949, Santana Concert @ Oracle Arena Oakland #santana #concert #oracle #oakland #3, Oakland; CA,-122.20303600000001,37.75029637, Santana Concert at  Oracle Arena Oakland santana concert oracle oakland 3,[Oakland],[Oracle Arena],[],[]
950,"The Apple Store on the Apple Campus.  It sells t-shirts, caps, totes, and other accessories you… https://t.co/Y2epRJJP0u","Cupertino, CA",-122.00543200000001,37.327032,"The Apple Store on the Apple Campus.  It sells t-shirts, caps, totes, and other accessories you",[],[the Apple Campus],[The Apple Store],[]
951, The Future of Data Storage (Hint: It is Fast)  https://t.co/VhRPKUKpZy 10:45 AM Sunday Speaker: Basil Shikin  @applovin #svcc, Los Altos Hills; CA,-122.1289,37.3613, The Future of Data Storage Hint: It is Fast  10:45 AM Sunday Speaker: Basil Shikin  at applovin svcc,[],[],[],[]
952," Down to Mar View! ♡♡♡ @ San Francisco, California https://t.co/WUWfnHeqkY", San Francisco; CA,-122.41799999999999,37.775," Down to Mar View!  at  San Francisco, California","[San Francisco, California]",[],[],[]
953,"#openingswoon @fluevog love, love , love these shooze @ Lafayette, California https://t.co/0MLz4DO56l",,-122.11805559999999,37.88583333,"openingswoon at fluevog love, love , love these shooze at  Lafayette, California","[Lafayette, California]",[],[],[]
954,"#TilICollapse off the #Mixtape #TheBurnishFiles up now on @datpiff & @spinrilla link in bio!!
#VanB #Burnish #HipHop #BringLyricsBack #Bars #Lyricist #Oakland #BayArea #NorCalMusic #Rap @… https://t.co/3PgSCx5GHa","Oakland, CA",-122.258769,37.815388,TilICollapse off the Mixtape TheBurnishFiles up now on at datpiff  at spinrilla link in bio!!VanB Burnish HipHop BringLyricsBack Bars Lyricist Oakland BayArea NorCalMusic Rap at ,[Oakland],[],[],[]
955,When your #family insists on #celebrating your #birthday 1 more time 3 wks after your actual… https://t.co/qztaxRHMMj,"San Jose, CA",-121.87,37.2449,When your family insists on celebrating your birthday 1 more time 3 wks after your actual,[],[],[],[]
956,Happy Mother’s Day! Snapchat Filter Beer League Candles are coming to #SIAHL !!! Who wants it?! Happy mother’s day! #Snapchat #Filter #Beautiful #HappyMothersDay @ Bay Area Hockey Repair & Sharpening https://t.co/h56Rna2JLV,"San Jose, CA",-121.8650293,37.31891226,Happy Mothers Day! Snapchat Filter Beer League Candles are coming to SIAHL !!! Who wants it?! Happy mothers day! Snapchat Filter Beautiful HappyMothersDay at  Bay Area Hockey Repair  Sharpening,[],[],[SIAHL],[]
957,Forgot to post this yesterday: getting toward float. @ SF Pole & Dance https://t.co/Jt1Q05T7BI,,-122.40977099999999,37.77499215,Forgot to post this yesterday: getting toward float. at  SF Pole  Dance,[],[],[],[]
958,The wrap on the Windows distorts as much as it adds to the picture as we roll through Brisbane.… https://t.co/VbseZjgDiO,"Brisbane, CA",-122.391752,37.693465,The wrap on the Windows distorts as much as it adds to the picture as we roll through Brisbane.,[Brisbane],[],[],[]
959,Drinking a House Lager by @Napa_Smith @ Town House — https://t.co/tPkE8dacct,,-122.256,38.1011,Drinking a House Lager by at NapaSmith at  Town House ,[],[],[NapaSmith],[]
960,@stephhayyy same,5a110d312052166f,-122.457237,37.764513,at stephhayyy same,[],[],[],[]
961,I still got it,ab2f2fac83aa388d,-122.267753,37.842065000000005,I still got it,[],[],[],[]
962, Drinking a Baby Daddy Session IPA by @SpeakeasyBeer at @indysf — https://t.co/o5meahlDzg #photo, San Francisco; CA,-122.43799999999999,37.7756, Drinking a Baby Daddy Session IPA by at SpeakeasyBeer at at indysf  photo,[],[],[],[]
963,"Lumbini Buddhist Art Gallery Downtown Berkeley California
Visit :-thankawidom.com for online @… https://t.co/ZpcSdHOBfp",,-122.26638700000001,37.867911,Lumbini Buddhist Art Gallery Downtown Berkeley CaliforniaVisit :-thankawidom.com for online at ,[],[],[Lumbini Buddhist Art Gallery],[]
964,"Im at @Walmart in Union City, CA https://t.co/di0WVAzBVz",,-122.067396,37.6043263,"Im at at Walmart in Union City, CA","[Union City, CA]",[],[Walmart],[]
966,Bae is the best ☺️,36237ab3643ff2be,-122.041622,37.322357000000004,Bae is the best ,[],[],[],[]
967,Yes this fat bitch likes to fucking eat 💁💁,e872bcd2497287a7,-121.63893200000001,37.132863,Yes this fat bitch likes to fucking eat ,[],[],[],[]
968,"📰 Emerys big game puts Hokies in position, but Tech falls to UVA in Commonwealth Clash (Hokie Sports)
https://t.co/7DgJHte8Ve",,-121.9494656,37.5236445," Emerys big game puts Hokies in position, but Tech falls to UVA in Commonwealth Clash Hokie Sportshttps:t.co7DgJHte8Ve",[],[],"[Hokies, Tech, UVA]",[]
969,This highway wall would provide for a fat wall run though,5ecbd073f39c00fa,-122.097398,37.638578,This highway wall would provide for a fat wall run though,[],[],[],[]
970,Reviewing last night’s tape from the store and saw this. It is said Sarah Winchester haunts the… https://t.co/JnnzGDUqdR,,-121.94975,37.312785999999996,Reviewing last nights tape from the store and saw this. It is said Sarah Winchester haunts the,[],[],[],[]
971,"What are you doing? Wait what? 🤣 @ Napa, California https://t.co/6vIYWAwJbm",,-122.29899999999999,38.3048,"What are you doing? Wait what?  at  Napa, California","[Napa, California]",[],[],[]
972, @XDDesign_ after 2 days of use. I’m disappointed :( https://t.co/CNohB1tcJC, San Francisco; CA,-122.3931363,37.77639473, at XDDesign after 2 days of use. Im disappointed :,[],[],[XDDesign],[]
973, Bae hooked it up with the new fentyxpuma by @rihanna #FentyPuma #fentylove @ Cassandra McClure .com https://t.co/CId16fI5k0, Palo Alto; CA,-122.16355940000001,37.4437376, Bae hooked it up with the new fentyxpuma by at rihanna FentyPuma fentylove at  Cassandra McClure .com,[],[],[],[]
974,Tonight! The Divisadero Art Walk 6-10pm from Haight to Golden Gate. Join us at 289 Divis at Page… https://t.co/bzc3D0RcqR,,-122.43738,37.77196,Tonight! The Divisadero Art Walk 6-10pm from Haight to Golden Gate. Join us at 289 Divis at Page,[],[],[],[]
975,"""Do not take your product to trade shows without legal protection"" Chris Chou, K&L Gates… https://t.co/oJjoSPpvdY",,-122.13799999999999,37.4293,"Do not take your product to trade shows without legal protection Chris Chou, KL Gates",[],[],[],[]
976,"LAST NIGHT AT THE @complexoakland FOR THE trapxart SHOW SUPPORTING MY AUNTY mssandpaper SHE MAKES SOME DOPE PAINTINGS CHECK OUT HER ART WORK THE LINK IS ON HER Bio.

MY YOUNGER BROTHER,… https://t.co/ScpxrEWfHC","Oakland, CA",-122.2703,37.80425,"LAST NIGHT AT THE at complexoakland FOR THE trapxart SHOW SUPPORTING MY AUNTY mssandpaper SHE MAKES SOME DOPE PAINTINGS CHECK OUT HER ART WORK THE LINK IS ON HER Bio.MY YOUNGER BROTHER,",[],[],[],[]
977,"89 #daystil50 #bodymindspirit: relax

when it’s february in #Cali, the temp is a balmy 72… https://t.co/oYdd01qzPv",,-122.275,37.8718,"89 daystil50 bodymindspirit: relaxwhen its february in Cali, the temp is a balmy 72",[],[],[],[]
978,"USGS reports a M0.57 #earthquake 9km NW of The Geysers, CA on 2/5/18 @ 18:06:09 UTC https://t.co/P9ud4ZhsZX #quake",,-122.8290024,38.835666700000004,"USGS reports a M0.57 earthquake 9km NW of The Geysers, CA on 2518 at  18:06:09 UTC quake","[The Geysers, CA]",[],[USGS],[]
979,"Fuckin on the low, smokin on the low",e41805d7248dbf1e,-120.92856599999999,37.684078,"Fuckin on the low, smokin on the low",[],[],[],[]
980,@FlySJC Summer #festival season is in full swing! This weekend is Menlo Park's Connoisseurs' Marketplace http://t.co/dnW14gKaIg,a769d8f00b12878d,-122.50888300000001,37.594254,at FlySJC Summer festival season is in full swing! This weekend is Menlo Parks Connoisseurs Marketplace,[],[],"[FlySJC, Menlo Parks Connoisseurs Marketplace]",[]
981,TGIF Let is sprinkle your Friday with some goodness. ☺️ @ Cupcakin Bake Shop https://t.co/dMmi6xcct2,,-122.2596372,37.8678691,TGIF Let is sprinkle your Friday with some goodness.  at  Cupcakin Bake Shop,[],[],[Cupcakin Bake Shop],[]
982,only 13 days left and I haven't even gotten close to finishing my AP summer work kms,7d62cffe6f98f349,-121.85883500000001,37.375239,only 13 days left and I havent even gotten close to finishing my AP summer work kms,[],[],[],[]
983,#tbh tea and scented candles are life,09d7cfd44170d537,-121.91427,36.977043,tbh tea and scented candles are life,[],[],[],[]
984,"@FiloSottile When I started working on this a few weeks ago, I was trying to build a cli that worked with large streams (eg, a tar pipe), and the keying was simple (like a ed25519 key)

I'd settle for a library that shows how to do framing, ordering, dupl","San Francisco, CA",-122.42610890000002,37.7703243,"at FiloSottile When I started working on this a few weeks ago, I was trying to build a cli that worked with large streams eg, a tar pipe, and the keying was simple like a ed25519 keyId settle for a library that shows how to do framing, ordering, dupl",[],[],[],[]
986,Liz Cooper and The Stampede at #TheChapel See Details: https://t.co/PdMPiVLdHc https://t.co/FbR8bYapc5,"San Francisco, CA",-122.415699,37.748224,Liz Cooper and The Stampede at TheChapel See Details:,[],[TheChapel],[],[]
987,"Afternoon nap con la famiglia.
-
#california #sealion #santacruz #undertheboardwalk @ Santa Cruz Beach Boardwalk https://t.co/wdtS6WIPDX","Santa Cruz, CA",-122.0188525,36.96425105,Afternoon nap con la famiglia.-california sealion santacruz undertheboardwalk at  Santa Cruz Beach Boardwalk,[],[],[],[Santa Cruz Beach Boardwalk]
988,"Im at San Francisco Marriott Marquis - @marriottsf in San Francisco, CA https://t.co/vT68NikByf",,-122.40434259999999,37.78523815,"Im at San Francisco Marriott Marquis - at marriottsf in San Francisco, CA","[San Francisco, CA]",[],"[San Francisco Marriott Marquis, marriottsf]",[]
989,"📊 Lowest Probability Wins for May 10
11% - EuroBB: Mons-Hainaut 74, Charleroi 69
27% - CBB: Savannah State 3, Bethune-Cookman 2
29% - AmerBB: Atenas 85, Libertad 81
29% - NBA: Golden State 118, Houston 113
https://t.co/fyJSNjenEb","Fremont, CA",-121.9494656,37.5236445," Lowest Probability Wins for May 1011 - EuroBB: Mons-Hainaut 74, Charleroi 6927 - CBB: Savannah State 3, Bethune-Cookman 229 - AmerBB: Atenas 85, Libertad 8129 - NBA: Golden State 118, Houston 113https:t.cofyJSNjenEb","[Charleroi, Houston]",[],"[EuroBB, Mons-Hainaut, Savannah State, Bethune-Cookman, Libertad, NBA, Golden State]",[]
990,😍❤️ http://t.co/jhd4d9GWWU,840f120ae56c1da7,-122.312118,38.299987,,[],[],[],[]
991,"Tonight! OPULENCE with @marcellus___ ❌ @YallaHabibeats
For table reservation ☎415-244-4222 or… https://t.co/L2Q2QXO4uL",,-122.39797040000002,37.7887797,Tonight! OPULENCE with at marcellus  at YallaHabibeatsFor table reservation 415-244-4222 or,[],[],[],[]
992,"i told ya i’m CHEESY. jsj.streetkitchen is now soft open with these korean-style rice hot dogs & mozz sticks. i recommend the squid ink one! TAG YOUR CHEESY FRIEND!! #핫도그
📷 bayarea.foodies… https://t.co/FQZY084cSt","Cupertino, CA",-122.01445490000002,37.3371842,i told ya im CHEESY. jsj.streetkitchen is now soft open with these korean-style rice hot dogs  mozz sticks. i recommend the squid ink one! TAG YOUR CHEESY FRIEND!! 핫도그 bayarea.foodies,[],[],[jsj.streetkitchen],[]
993," Brunch 😃 (@ Salito's Crab House &amp; Prime Rib - @salitocrabhouse in Sausalito, CA) https://t.co/Jy6OWQ9Bdp https://t.co/JyS5CO3Ild", Sausalito; CA,-122.48524109999998,37.85988064," Brunch  at  Salitos Crab House amp; Prime Rib - at salitocrabhouse in Sausalito, CA","[Sausalito, CA]",[],[Salitos Crab House],[]
994,#Pop Pop Rocks at #RedDevilLounge See Details: https://t.co/SDnWSBwJ6S https://t.co/emLu1Ld6J3,"San Francisco, CA",-122.418244,37.794508,Pop Pop Rocks at RedDevilLounge See Details:,[],[],[],[]
995,No Advil for me because I'm not allowed,5a110d312052166f,-122.42826299999999,37.747537,No Advil for me because Im not allowed,[],[],[],[]
997,Fortune cookies fortune cookie fortune cookies! This place is… https://t.co/yTKCVC91VK,,-122.4072495,37.7957687,Fortune cookies fortune cookie fortune cookies! This place is,[],[],[],[]
998,We will rise again from ashes one day,5ef5b7f391e30aff,-122.297394,37.86708,We will rise again from ashes one day,[],[],[],[]
999,I like to have fun if you don't like having fun and your ass is negative then beat it bud,50df1c2f85d2654d,-121.94556100000001,38.349233,I like to have fun if you dont like having fun and your ass is negative then beat it bud,[],[],[],[]
1000,BEETERFLY GOT A MISS CALL FROM YO BITCHHH,61f1d75eb5064808,-122.141696,37.711958,BEETERFLY GOT A MISS CALL FROM YO BITCHHH,[],[],[],[]
1001,"When is the Best Time to Tweet?
https://t.co/irzxbKgqjo
Increase your Twitter Interactions
#twittertips #smm",,-122.4343872,37.758772799999996,When is the Best Time to Tweet?https:t.coirzxbKgqjoIncrease your Twitter Interactionstwittertips smm,[],[],[],[]
1002,"""Horrible waste and garbage, human feces, large obstacles, alcohol, serious health danger."" (SOMA, D6) https://t.co/Jn4fnAbHjn https://t.co/kBS6iZ0LTp","Mission Dolores, San Francisco",-122.42276899999999,37.77162379999999,"Horrible waste and garbage, human feces, large obstacles, alcohol, serious health danger. SOMA, D6","[SOMA, D6]",[],[],[]
1003," Playing tourist today before I sell my soul to the lab! @ San Francisco, California https://t.co/6KptmjaJJW", San Francisco; CA,-122.41799999999999,37.775," Playing tourist today before I sell my soul to the lab! at  San Francisco, California","[San Francisco, California]",[],[],[]
1004,@willsmith thanks will! I'd love to come on tested with you &amp; norm sometime too!,5a110d312052166f,-122.41103600000001,37.749543,at willsmith thanks will! Id love to come on tested with you amp; norm sometime too!,[],[],[],[]
1005,I did! @StudLifeMovie @TGSpeaksALot,ab2f2fac83aa388d,-122.26871200000001,37.807582000000004,I did! at StudLifeMovie at TGSpeaksALot,[],[],[],[]
1006, Customer told me over the phone can you fix my lock it is not working well  This is what I saw… https://t.co/tkdWGgDFWd, San Francisco; CA,-122.4329259,37.72745943, Customer told me over the phone can you fix my lock it is not working well  This is what I saw,[],[],[],[]
1007,"I'm at The Diva's Condo in San Francisco, CA https://t.co/FQoMvBfGsC","San Francisco, CA",-122.46370800000001,37.71558001,"Im at The Divas Condo in San Francisco, CA","[San Francisco, CA]",[],[The Divas Condo],[]
1008,i knew something wasnt right abt that LOL,7d62cffe6f98f349,-121.892357,37.373022999999996,i knew something wasnt right abt that LOL,[],[],[],[]
1009, Raiders hope to begin season 2-0 for first time since 2002. https://t.co/veYPb0cwXl, San Jose; CA,-121.89176640000001,37.3324843, Raiders hope to begin season 2-0 for first time since 2002.,[],[],[Raiders],[]
1010, September self portraits in TK. @ Nesbit Elementary https://t.co/1qtbYNtePe, Belmont; CA,-122.2754655,37.524922600000004, September self portraits in TK. at  Nesbit Elementary,[],[],[Nesbit Elementary],[]
1011,Shower timeeee date tonight maybe?,e41805d7248dbf1e,-120.989531,37.697487,Shower timeeee date tonight maybe?,[],[],[],[]
